Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured Single Channel at a Frequency of 500 Hz
Time (s)	Voltage (V)
0.477996	0.3076171875
0.479996	0.3125
0.481996	0.3173828125
0.484	0.3173828125
0.485996	0.322265625
0.488	0.322265625
0.49	0.322265625
0.491996	0.3173828125
0.493996	0.3173828125
0.495996	0.3125
0.497996	0.3173828125
0.499996	0.3173828125
0.501996	0.3173828125
0.503996	0.3173828125
0.506	0.3125
0.507996	0.3173828125
0.509996	0.3125
0.511996	0.3125
0.513996	0.3125
0.515996	0.3076171875
0.517996	0.3076171875
0.519996	0.3173828125
0.521996	0.322265625
0.523996	0.3173828125
0.525996	0.322265625
0.528	0.3173828125
0.53	0.3125
0.532	0.3125
0.534	0.3125
0.535996	0.3173828125
0.537996	0.322265625
0.539996	0.3125
0.541996	0.3173828125
0.543996	0.3173828125
0.545996	0.322265625
0.547996	0.3125
0.549996	0.3173828125
0.551996	0.3173828125
0.553996	0.3271484375
0.555996	0.3125
0.557996	0.3173828125
0.559996	0.322265625
0.561996	0.3173828125
0.563996	0.3173828125
0.565996	0.3173828125
0.567996	0.322265625
0.57	0.3125
0.571996	0.322265625
0.574	0.322265625
0.576	0.3173828125
0.577996	0.322265625
0.579996	0.322265625
0.581996	0.322265625
0.583996	0.322265625
0.585996	0.3173828125
0.587996	0.322265625
0.589996	0.3173828125
0.591996	0.3173828125
0.593996	0.3125
0.595996	0.3125
0.597996	0.3173828125
0.599996	0.3173828125
0.601996	0.3125
0.603996	0.3173828125
0.605996	0.3271484375
0.607996	0.3173828125
0.609996	0.3173828125
0.612	0.322265625
0.613996	0.3076171875
0.616	0.3125
0.618	0.322265625
0.619996	0.3173828125
0.621996	0.322265625
0.623996	0.322265625
0.625996	0.3125
0.627996	0.3125
0.629996	0.3173828125
0.631996	0.3173828125
0.634	0.3125
0.635996	0.3173828125
0.637996	0.3173828125
0.639996	0.322265625
0.641996	0.3076171875
0.643996	0.3125
0.645996	0.3173828125
0.647996	0.3125
0.649996	0.3271484375
0.651996	0.3125
0.653996	0.3173828125
0.656	0.3173828125
0.658	0.3076171875
0.66	0.3173828125
0.662	0.3271484375
0.663996	0.3076171875
0.665996	0.3173828125
0.667996	0.3125
0.669996	0.322265625
0.671996	0.322265625
0.673996	0.3125
0.675996	0.3173828125
0.677996	0.3173828125
0.679996	0.3173828125
0.681996	0.3271484375
0.683996	0.3173828125
0.685996	0.3125
0.687996	0.3173828125
0.689996	0.322265625
0.691996	0.3125
0.693996	0.3173828125
0.695996	0.3076171875
0.698	0.322265625
0.699996	0.3125
0.702	0.3173828125
0.704	0.3173828125
0.705996	0.3271484375
0.707996	0.3173828125
0.709996	0.3173828125
0.711996	0.3173828125
0.713996	0.322265625
0.715996	0.3173828125
0.717996	0.3125
0.719996	0.3173828125
0.721996	0.3173828125
0.723996	0.322265625
0.725996	0.3173828125
0.727996	0.3173828125
0.729996	0.3076171875
0.731996	0.3173828125
0.733996	0.322265625
0.735996	0.322265625
0.737996	0.3076171875
0.74	0.3173828125
0.741996	0.3173828125
0.744	0.3173828125
0.746	0.3076171875
0.747996	0.3125
0.749996	0.322265625
0.751996	0.3125
0.753996	0.3076171875
0.755996	0.3076171875
0.757996	0.3125
0.759996	0.3173828125
0.762	0.3125
0.763996	0.3125
0.765996	0.3173828125
0.767996	0.3076171875
0.769996	0.322265625
0.771996	0.3125
0.773996	0.3173828125
0.775996	0.3173828125
0.777996	0.3173828125
0.779996	0.3125
0.781996	0.3125
0.784	0.3173828125
0.786	0.322265625
0.788	0.3173828125
0.79	0.322265625
0.791996	0.3125
0.793996	0.3125
0.795996	0.3125
0.797996	0.3076171875
0.799996	0.3076171875
0.801996	0.3271484375
0.803996	0.3125
0.805996	0.3173828125
0.807996	0.3125
0.809996	0.3173828125
0.811996	0.3173828125
0.813996	0.322265625
0.815996	0.322265625
0.817996	0.3173828125
0.819996	0.322265625
0.821996	0.322265625
0.823996	0.3173828125
0.826	0.3173828125
0.827996	0.3173828125
0.83	0.3125
0.832	0.3173828125
0.833996	0.322265625
0.835996	0.3076171875
0.837996	0.3173828125
0.839996	0.322265625
0.841996	0.322265625
0.843996	0.3125
0.845996	0.3125
0.847996	0.322265625
0.849996	0.322265625
0.851996	0.3125
0.853996	0.3125
0.855996	0.3173828125
0.857996	0.3125
0.859996	0.3173828125
0.861996	0.3125
0.863996	0.3173828125
0.865996	0.3125
0.868	0.322265625
0.869996	0.3076171875
0.872	0.3125
0.874	0.322265625
0.875996	0.3173828125
0.877996	0.3125
0.879996	0.3173828125
0.881996	0.3173828125
0.883996	0.3125
0.885996	0.3173828125
0.887996	0.322265625
0.89	0.3173828125
0.891996	0.3173828125
0.893996	0.3173828125
0.895996	0.3173828125
0.897996	0.322265625
0.899996	0.3173828125
0.901996	0.3173828125
0.903996	0.3125
0.905996	0.3173828125
0.907996	0.3076171875
0.909996	0.3125
0.912	0.3173828125
0.914	0.3125
0.916	0.3125
0.918	0.3173828125
0.919996	0.322265625
0.921996	0.3173828125
0.923996	0.3125
0.925996	0.3125
0.927996	0.3125
0.929996	0.3173828125
0.931996	0.3173828125
0.933996	0.3125
0.935996	0.322265625
0.937996	0.3173828125
0.939996	0.322265625
0.941996	0.3125
0.943996	0.3125
0.945996	0.3125
0.947996	0.3125
0.949996	0.322265625
0.951996	0.3173828125
0.954	0.3173828125
0.955996	0.3076171875
0.958	0.3173828125
0.96	0.3076171875
0.961996	0.322265625
0.963996	0.3173828125
0.965996	0.322265625
0.967996	0.3173828125
0.969996	0.3173828125
0.971996	0.3125
0.973996	0.322265625
0.975996	0.3173828125
0.977996	0.322265625
0.979996	0.3125
0.981996	0.3173828125
0.983996	0.322265625
0.985996	0.3173828125
0.987996	0.3125
0.989996	0.322265625
0.991996	0.3125
0.993996	0.3125
0.996	0.322265625
0.997996	0.3125
1.0	0.3173828125
1.002	0.322265625
1.003996	0.3173828125
1.005996	0.3125
1.007996	0.3076171875
1.009996	0.3173828125
1.011996	0.3125
1.013996	0.3125
1.015996	0.3076171875
1.018	0.322265625
1.019996	0.3076171875
1.021996	0.3125
1.023996	0.3076171875
1.025996	0.3173828125
1.027996	0.322265625
1.029996	0.3173828125
1.031996	0.3076171875
1.033996	0.3173828125
1.035996	0.3173828125
1.037996	0.3173828125
1.04	0.322265625
1.042	0.3125
1.044	0.3076171875
1.046	0.3076171875
1.047996	0.322265625
1.049996	0.322265625
1.051996	0.3173828125
1.053996	0.3173828125
1.055996	0.3173828125
1.057996	0.322265625
1.059996	0.3173828125
1.061996	0.3125
1.063996	0.3125
1.065996	0.322265625
1.067996	0.322265625
1.069996	0.3173828125
1.071996	0.3173828125
1.073996	0.322265625
1.075996	0.322265625
1.077996	0.3173828125
1.079996	0.3125
1.082	0.322265625
1.083996	0.322265625
1.086	0.3076171875
1.088	0.3173828125
1.089996	0.3173828125
1.091996	0.3173828125
1.093996	0.3173828125
1.095996	0.3125
1.097996	0.3173828125
1.099996	0.3076171875
1.101996	0.3173828125
1.103996	0.3125
1.105996	0.3125
1.107996	0.322265625
1.109996	0.3076171875
1.111996	0.3173828125
1.113996	0.3076171875
1.115996	0.3076171875
1.117996	0.3125
1.119996	0.3125
1.121996	0.3076171875
1.124	0.3173828125
1.125996	0.3125
1.128	0.3173828125
1.13	0.3125
1.131996	0.3173828125
1.133996	0.322265625
1.135996	0.3173828125
1.137996	0.322265625
1.139996	0.3173828125
1.141996	0.3173828125
1.143996	0.322265625
1.146	0.3173828125
1.147996	0.3173828125
1.149996	0.3076171875
1.151996	0.3076171875
1.153996	0.3173828125
1.155996	0.3173828125
1.157996	0.3173828125
1.159996	0.3076171875
1.161996	0.3173828125
1.163996	0.322265625
1.165996	0.322265625
1.168	0.322265625
1.17	0.3173828125
1.172	0.322265625
1.174	0.3076171875
1.175996	0.3125
1.177996	0.322265625
1.179996	0.3125
1.181996	0.3125
1.183996	0.3125
1.185996	0.3173828125
1.187996	0.3125
1.189996	0.3125
1.191996	0.3125
1.193996	0.3173828125
1.195996	0.322265625
1.197996	0.3125
1.199996	0.322265625
1.201996	0.3125
1.203996	0.3173828125
1.205996	0.3125
1.207996	0.3173828125
1.21	0.3076171875
1.211996	0.3173828125
1.214	0.3125
1.216	0.3173828125
1.217996	0.3125
1.219996	0.3076171875
1.221996	0.322265625
1.223996	0.302734375
1.225996	0.3125
1.227996	0.3125
1.229996	0.3173828125
1.231996	0.3125
1.233996	0.322265625
1.235996	0.3076171875
1.237996	0.322265625
1.239996	0.322265625
1.241996	0.3076171875
1.243996	0.3173828125
1.245996	0.3125
1.247996	0.3173828125
1.249996	0.3076171875
1.252	0.3173828125
1.253996	0.322265625
1.256	0.3173828125
1.258	0.3076171875
1.259996	0.322265625
1.261996	0.3076171875
1.263996	0.3125
1.265996	0.3125
1.267996	0.322265625
1.269996	0.3173828125
1.271996	0.3076171875
1.274	0.3076171875
1.275996	0.3173828125
1.277996	0.3125
1.279996	0.3173828125
1.281996	0.3173828125
1.283996	0.3076171875
1.285996	0.3076171875
1.287996	0.302734375
1.289996	0.3173828125
1.291996	0.3076171875
1.293996	0.3076171875
1.296	0.302734375
1.298	0.3173828125
1.3	0.3125
1.302	0.3173828125
1.303996	0.3125
1.305996	0.3125
1.307996	0.3076171875
1.309996	0.3173828125
1.311996	0.322265625
1.313996	0.3125
1.315996	0.3173828125
1.317996	0.3173828125
1.319996	0.322265625
1.321996	0.3173828125
1.323996	0.302734375
1.325996	0.322265625
1.327996	0.3173828125
1.329996	0.3125
1.331996	0.3125
1.333996	0.3076171875
1.335996	0.3173828125
1.338	0.302734375
1.339996	0.3076171875
1.342	0.3173828125
1.344	0.322265625
1.345996	0.3125
1.347996	0.3173828125
1.349996	0.3125
1.351996	0.3173828125
1.353996	0.3076171875
1.355996	0.3173828125
1.357996	0.3125
1.359996	0.302734375
1.361996	0.3173828125
1.363996	0.3173828125
1.365996	0.322265625
1.367996	0.3173828125
1.369996	0.3125
1.371996	0.3173828125
1.373996	0.3076171875
1.375996	0.3173828125
1.377996	0.3125
1.38	0.3173828125
1.381996	0.3173828125
1.384	0.3076171875
1.386	0.302734375
1.387996	0.3076171875
1.389996	0.3125
1.391996	0.3173828125
1.393996	0.3173828125
1.395996	0.3173828125
1.397996	0.322265625
1.399996	0.3076171875
1.402	0.3125
1.403996	0.3173828125
1.405996	0.3125
1.407996	0.3076171875
1.409996	0.3173828125
1.411996	0.3125
1.413996	0.3076171875
1.415996	0.322265625
1.417996	0.3173828125
1.419996	0.3173828125
1.421996	0.3076171875
1.424	0.3173828125
1.426	0.302734375
1.428	0.3076171875
1.43	0.3125
1.431996	0.3125
1.433996	0.3173828125
1.435996	0.3076171875
1.437996	0.302734375
1.439996	0.3125
1.441996	0.3173828125
1.443996	0.3125
1.445996	0.3125
1.447996	0.3076171875
1.449996	0.3173828125
1.451996	0.3173828125
1.453996	0.3076171875
1.455996	0.3076171875
1.457996	0.3173828125
1.459996	0.3173828125
1.461996	0.3173828125
1.463996	0.322265625
1.466	0.3173828125
1.467996	0.3125
1.47	0.3173828125
1.472	0.3125
1.473996	0.322265625
1.475996	0.302734375
1.477996	0.3125
1.479996	0.3076171875
1.481996	0.3076171875
1.483996	0.3076171875
1.485996	0.3125
1.487996	0.3173828125
1.489996	0.3125
1.491996	0.3125
1.493996	0.3125
1.495996	0.302734375
1.497996	0.302734375
1.499996	0.302734375
1.501996	0.3173828125
1.503996	0.3173828125
1.505996	0.3125
1.508	0.3173828125
1.509996	0.3076171875
1.512	0.302734375
1.514	0.3125
1.515996	0.3173828125
1.517996	0.3076171875
1.519996	0.3125
1.521996	0.3173828125
1.523996	0.3076171875
1.525996	0.3125
1.527996	0.3076171875
1.53	0.3076171875
1.531996	0.3125
1.533996	0.302734375
1.535996	0.3125
1.537996	0.3076171875
1.539996	0.302734375
1.541996	0.3076171875
1.543996	0.302734375
1.545996	0.3076171875
1.547996	0.3173828125
1.549996	0.3125
1.552	0.302734375
1.554	0.3173828125
1.556	0.3173828125
1.558	0.3125
1.559996	0.3173828125
1.561996	0.322265625
1.563996	0.322265625
1.565996	0.3076171875
1.567996	0.3173828125
1.569996	0.3076171875
1.571996	0.3125
1.573996	0.3125
1.575996	0.322265625
1.577996	0.3173828125
1.579996	0.3076171875
1.581996	0.3076171875
1.583996	0.3076171875
1.585996	0.3076171875
1.587996	0.3125
1.589996	0.3076171875
1.591996	0.3125
1.594	0.3125
1.595996	0.3173828125
1.598	0.3173828125
1.6	0.3173828125
1.601996	0.3076171875
1.603996	0.3173828125
1.605996	0.3125
1.607996	0.302734375
1.609996	0.3173828125
1.611996	0.322265625
1.613996	0.3125
1.615996	0.3076171875
1.617996	0.3125
1.619996	0.3076171875
1.621996	0.3076171875
1.623996	0.3125
1.625996	0.3076171875
1.627996	0.322265625
1.629996	0.3125
1.631996	0.3125
1.633996	0.3125
1.636	0.3125
1.637996	0.3125
1.64	0.3173828125
1.642	0.322265625
1.643996	0.3125
1.645996	0.3076171875
1.647996	0.3076171875
1.649996	0.3173828125
1.651996	0.3076171875
1.653996	0.3076171875
1.655996	0.3125
1.658	0.3125
1.659996	0.302734375
1.661996	0.3125
1.663996	0.3173828125
1.665996	0.3125
1.667996	0.3173828125
1.669996	0.3125
1.671996	0.3076171875
1.673996	0.3125
1.675996	0.3173828125
1.677996	0.302734375
1.68	0.3125
1.682	0.302734375
1.684	0.3076171875
1.686	0.3173828125
1.687996	0.3125
1.689996	0.3173828125
1.691996	0.3076171875
1.693996	0.3173828125
1.695996	0.3125
1.697996	0.3173828125
1.699996	0.3173828125
1.701996	0.3173828125
1.703996	0.3076171875
1.705996	0.3125
1.707996	0.3173828125
1.709996	0.302734375
1.711996	0.3076171875
1.713996	0.3173828125
1.715996	0.322265625
1.717996	0.3125
1.719996	0.3125
1.722	0.302734375
1.723996	0.3125
1.726	0.3173828125
1.728	0.3125
1.729996	0.3125
1.731996	0.3173828125
1.733996	0.3173828125
1.735996	0.3173828125
1.737996	0.3125
1.739996	0.302734375
1.741996	0.3076171875
1.743996	0.3173828125
1.745996	0.3173828125
1.747996	0.3076171875
1.749996	0.3125
1.751996	0.3125
1.753996	0.3076171875
1.755996	0.3125
1.757996	0.3173828125
1.759996	0.3076171875
1.761996	0.3076171875
1.764	0.3173828125
1.765996	0.302734375
1.768	0.3173828125
1.77	0.3076171875
1.771996	0.3076171875
1.773996	0.3076171875
1.775996	0.3173828125
1.777996	0.3076171875
1.779996	0.3173828125
1.781996	0.3076171875
1.783996	0.322265625
1.786	0.3125
1.787996	0.3173828125
1.789996	0.322265625
1.791996	0.302734375
1.793996	0.3173828125
1.795996	0.3076171875
1.797996	0.3173828125
1.799996	0.3125
1.801996	0.3173828125
1.803996	0.3076171875
1.805996	0.3125
1.808	0.3125
1.81	0.3125
1.812	0.3125
1.814	0.3125
1.815996	0.302734375
1.817996	0.3125
1.819996	0.3173828125
1.821996	0.3125
1.823996	0.3125
1.825996	0.302734375
1.827996	0.322265625
1.829996	0.322265625
1.831996	0.3076171875
1.833996	0.3125
1.835996	0.3076171875
1.837996	0.3125
1.839996	0.3076171875
1.841996	0.3076171875
1.843996	0.3173828125
1.845996	0.3125
1.847996	0.3173828125
1.85	0.3076171875
1.851996	0.3125
1.854	0.3076171875
1.856	0.3076171875
1.857996	0.3173828125
1.859996	0.3125
1.861996	0.3173828125
1.863996	0.3125
1.865996	0.3076171875
1.867996	0.3125
1.869996	0.3173828125
1.871996	0.302734375
1.873996	0.3076171875
1.875996	0.3173828125
1.877996	0.3173828125
1.879996	0.3173828125
1.881996	0.3173828125
1.883996	0.3076171875
1.885996	0.3125
1.887996	0.3125
1.889996	0.302734375
1.892	0.3076171875
1.893996	0.3125
1.896	0.3125
1.898	0.3125
1.899996	0.3076171875
1.901996	0.3125
1.903996	0.3173828125
1.905996	0.302734375
1.907996	0.302734375
1.909996	0.3125
1.911996	0.3173828125
1.914	0.3076171875
1.915996	0.3076171875
1.917996	0.3076171875
1.919996	0.3125
1.921996	0.302734375
1.923996	0.3076171875
1.925996	0.3173828125
1.927996	0.3076171875
1.929996	0.3076171875
1.931996	0.3125
1.933996	0.3173828125
1.936	0.3125
1.938	0.3173828125
1.94	0.3076171875
1.942	0.3125
1.943996	0.3173828125
1.945996	0.3125
1.947996	0.3076171875
1.949996	0.3076171875
1.951996	0.3076171875
1.953996	0.3125
1.955996	0.3076171875
1.957996	0.3125
1.959996	0.3173828125
1.961996	0.3125
1.963996	0.3076171875
1.965996	0.3076171875
1.967996	0.302734375
1.969996	0.322265625
1.971996	0.3125
1.973996	0.3173828125
1.975996	0.3173828125
1.978	0.3125
1.979996	0.3076171875
1.982	0.3173828125
1.984	0.3125
1.985996	0.3125
1.987996	0.3173828125
1.989996	0.3125
1.991996	0.3125
1.993996	0.3076171875
1.995996	0.322265625
1.997996	0.3173828125
1.999996	0.3125
2.001996	0.3125
2.003996	0.3173828125
2.005996	0.3173828125
2.007996	0.3125
2.009996	0.3125
2.011996	0.3076171875
2.013996	0.3125
2.015996	0.3173828125
2.017996	0.3125
2.02	0.3125
2.021996	0.322265625
2.024	0.3076171875
2.026	0.3076171875
2.027996	0.3125
2.029996	0.3125
2.031996	0.3076171875
2.033996	0.3125
2.035996	0.3076171875
2.037996	0.322265625
2.039996	0.322265625
2.042	0.3076171875
2.043996	0.3125
2.045996	0.3125
2.047996	0.3076171875
2.049996	0.3076171875
2.051996	0.3125
2.053996	0.3173828125
2.055996	0.302734375
2.057996	0.3125
2.059996	0.3125
2.061996	0.3076171875
2.064	0.3076171875
2.066	0.302734375
2.068	0.3076171875
2.07	0.302734375
2.071996	0.3076171875
2.073996	0.3173828125
2.075996	0.3125
2.077996	0.3125
2.079996	0.3076171875
2.081996	0.3076171875
2.083996	0.322265625
2.085996	0.3173828125
2.087996	0.322265625
2.089996	0.322265625
2.091996	0.3173828125
2.093996	0.3173828125
2.095996	0.3076171875
2.097996	0.3125
2.099996	0.3076171875
2.101996	0.3125
2.103996	0.3125
2.106	0.3125
2.107996	0.3076171875
2.11	0.3076171875
2.112	0.3125
2.113996	0.3125
2.115996	0.302734375
2.117996	0.3125
2.119996	0.322265625
2.121996	0.3125
2.123996	0.302734375
2.125996	0.3076171875
2.127996	0.3125
2.129996	0.3125
2.131996	0.3076171875
2.133996	0.3076171875
2.135996	0.3125
2.137996	0.3173828125
2.139996	0.322265625
2.141996	0.322265625
2.143996	0.3173828125
2.145996	0.3076171875
2.148	0.3125
2.149996	0.3076171875
2.152	0.3076171875
2.154	0.3125
2.155996	0.3125
2.157996	0.3076171875
2.159996	0.322265625
2.161996	0.3076171875
2.163996	0.322265625
2.165996	0.3076171875
2.167996	0.3125
2.17	0.3125
2.171996	0.3173828125
2.173996	0.3173828125
2.175996	0.3173828125
2.177996	0.3125
2.179996	0.3173828125
2.181996	0.3076171875
2.183996	0.3173828125
2.185996	0.3076171875
2.187996	0.3076171875
2.189996	0.3076171875
2.192	0.3076171875
2.194	0.3173828125
2.196	0.3076171875
2.198	0.3076171875
2.199996	0.3076171875
2.201996	0.3125
2.203996	0.322265625
2.205996	0.3076171875
2.207996	0.322265625
2.209996	0.3125
2.211996	0.3125
2.213996	0.3076171875
2.215996	0.322265625
2.217996	0.302734375
2.219996	0.322265625
2.221996	0.3173828125
2.223996	0.3076171875
2.225996	0.3076171875
2.227996	0.3173828125
2.229996	0.3125
2.231996	0.3125
2.234	0.3125
2.235996	0.3076171875
2.238	0.3076171875
2.24	0.3125
2.241996	0.3076171875
2.243996	0.3076171875
2.245996	0.322265625
2.247996	0.3125
2.249996	0.3125
2.251996	0.3173828125
2.253996	0.3173828125
2.255996	0.3076171875
2.257996	0.3173828125
2.259996	0.3125
2.261996	0.3125
2.263996	0.3125
2.265996	0.3125
2.267996	0.3173828125
2.269996	0.3125
2.271996	0.3125
2.273996	0.3173828125
2.276	0.3125
2.277996	0.3125
2.28	0.3125
2.282	0.3076171875
2.283996	0.302734375
2.285996	0.302734375
2.287996	0.322265625
2.289996	0.302734375
2.291996	0.3076171875
2.293996	0.3173828125
2.295996	0.3125
2.298	0.3125
2.299996	0.3125
2.301996	0.3125
2.303996	0.3125
2.305996	0.3076171875
2.307996	0.3173828125
2.309996	0.3125
2.311996	0.3125
2.313996	0.3125
2.315996	0.302734375
2.317996	0.3125
2.32	0.322265625
2.322	0.3125
2.324	0.3076171875
2.326	0.3076171875
2.327996	0.302734375
2.329996	0.3173828125
2.331996	0.322265625
2.333996	0.3173828125
2.335996	0.3125
2.337996	0.3173828125
2.339996	0.3173828125
2.341996	0.3076171875
2.343996	0.3125
2.345996	0.3125
2.347996	0.3125
2.349996	0.3173828125
2.351996	0.3173828125
2.353996	0.3076171875
2.355996	0.3173828125
2.357996	0.3173828125
2.359996	0.3173828125
2.362	0.3076171875
2.363996	0.3076171875
2.366	0.3125
2.368	0.3076171875
2.369996	0.302734375
2.371996	0.322265625
2.373996	0.322265625
2.375996	0.3173828125
2.377996	0.3125
2.379996	0.3125
2.381996	0.3076171875
2.383996	0.3173828125
2.385996	0.302734375
2.387996	0.302734375
2.389996	0.3076171875
2.391996	0.322265625
2.393996	0.3125
2.395996	0.3076171875
2.397996	0.3173828125
2.399996	0.3173828125
2.401996	0.302734375
2.404	0.3173828125
2.405996	0.3125
2.408	0.3125
2.41	0.3173828125
2.411996	0.3173828125
2.413996	0.3125
2.415996	0.3125
2.417996	0.3076171875
2.419996	0.3125
2.421996	0.3076171875
2.423996	0.3173828125
2.426	0.3125
2.427996	0.3076171875
2.429996	0.3125
2.431996	0.3173828125
2.433996	0.302734375
2.435996	0.322265625
2.437996	0.3125
2.439996	0.302734375
2.441996	0.302734375
2.443996	0.3076171875
2.445996	0.3076171875
2.448	0.3076171875
2.45	0.322265625
2.452	0.322265625
2.454	0.3173828125
2.455996	0.3125
2.457996	0.3076171875
2.459996	0.3125
2.461996	0.3076171875
2.463996	0.3173828125
2.465996	0.3125
2.467996	0.3173828125
2.469996	0.3076171875
2.471996	0.3076171875
2.473996	0.302734375
2.475996	0.322265625
2.477996	0.3125
2.479996	0.3173828125
2.481996	0.3076171875
2.483996	0.3173828125
2.485996	0.3125
2.487996	0.3125
2.49	0.3125
2.491996	0.322265625
2.494	0.3125
2.496	0.3076171875
