Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured Single Channel at a Frequency of 500 Hz
Time (s)	Voltage (V)
0.215996	0.3955078125
0.217996	0.3857421875
0.219996	0.400390625
0.221996	0.390625
0.223996	0.390625
0.225996	0.3955078125
0.227996	0.3955078125
0.229996	0.4052734375
0.231996	0.3857421875
0.233996	0.3955078125
0.235996	0.400390625
0.237996	0.390625
0.239996	0.3955078125
0.241996	0.390625
0.243996	0.400390625
0.245996	0.3857421875
0.247996	0.3955078125
0.249996	0.390625
0.252	0.3955078125
0.254	0.3955078125
0.256	0.390625
0.258	0.400390625
0.259996	0.4052734375
0.261996	0.3955078125
0.263996	0.3955078125
0.265996	0.400390625
0.267996	0.390625
0.269996	0.3955078125
0.271996	0.400390625
0.273996	0.400390625
0.275996	0.400390625
0.277996	0.400390625
0.279996	0.400390625
0.281996	0.3955078125
0.283996	0.400390625
0.285996	0.400390625
0.287996	0.3955078125
0.289996	0.400390625
0.291996	0.400390625
0.294	0.3857421875
0.295996	0.400390625
0.298	0.3955078125
0.3	0.390625
0.301996	0.3955078125
0.303996	0.400390625
0.305996	0.390625
0.307996	0.3955078125
0.309996	0.400390625
0.311996	0.390625
0.313996	0.400390625
0.315996	0.400390625
0.317996	0.390625
0.319996	0.390625
0.321996	0.4052734375
0.323996	0.390625
0.325996	0.3955078125
0.327996	0.3955078125
0.329996	0.390625
0.331996	0.3955078125
0.333996	0.390625
0.336	0.390625
0.337996	0.3955078125
0.34	0.3955078125
0.342	0.3955078125
0.343996	0.390625
0.345996	0.3955078125
0.347996	0.400390625
0.349996	0.3955078125
0.351996	0.3955078125
0.353996	0.400390625
0.355996	0.390625
0.357996	0.3857421875
0.359996	0.390625
0.361996	0.3857421875
0.363996	0.400390625
0.365996	0.3955078125
0.367996	0.400390625
0.369996	0.3955078125
0.371996	0.400390625
0.373996	0.400390625
0.375996	0.390625
0.377996	0.390625
0.38	0.3955078125
0.382	0.3955078125
0.384	0.400390625
0.386	0.3955078125
0.387996	0.390625
0.389996	0.3955078125
0.391996	0.400390625
0.393996	0.400390625
0.395996	0.3857421875
0.397996	0.3955078125
0.399996	0.3857421875
0.401996	0.390625
0.403996	0.4052734375
0.405996	0.3955078125
0.407996	0.390625
0.409996	0.3955078125
0.411996	0.3955078125
0.413996	0.390625
0.415996	0.3857421875
0.417996	0.3857421875
0.419996	0.4052734375
0.422	0.400390625
0.423996	0.3955078125
0.426	0.400390625
0.428	0.400390625
0.429996	0.400390625
0.431996	0.3955078125
0.433996	0.3955078125
0.435996	0.3955078125
0.437996	0.3955078125
0.439996	0.3955078125
0.441996	0.390625
0.443996	0.400390625
0.445996	0.400390625
0.447996	0.3955078125
0.449996	0.3955078125
0.451996	0.390625
0.453996	0.390625
0.455996	0.3857421875
0.457996	0.400390625
0.459996	0.3955078125
0.461996	0.3857421875
0.464	0.390625
0.465996	0.400390625
0.468	0.400390625
0.47	0.3857421875
0.471996	0.3955078125
0.473996	0.390625
0.475996	0.4052734375
0.477996	0.3955078125
0.479996	0.390625
0.481996	0.3955078125
0.483996	0.3955078125
0.485996	0.400390625
0.487996	0.390625
0.489996	0.3955078125
0.491996	0.400390625
0.493996	0.400390625
0.495996	0.3955078125
0.497996	0.390625
0.499996	0.3955078125
0.501996	0.400390625
0.503996	0.3955078125
0.505996	0.3955078125
0.508	0.4052734375
0.51	0.3955078125
0.512	0.3955078125
0.514	0.400390625
0.515996	0.400390625
0.517996	0.3955078125
0.519996	0.400390625
0.521996	0.3955078125
0.523996	0.400390625
0.525996	0.3955078125
0.527996	0.390625
0.529996	0.400390625
0.531996	0.3955078125
0.533996	0.3955078125
0.535996	0.3955078125
0.537996	0.400390625
0.539996	0.3955078125
0.541996	0.390625
0.543996	0.3955078125
0.545996	0.400390625
0.547996	0.390625
0.55	0.3857421875
0.551996	0.400390625
0.554	0.400390625
0.556	0.3955078125
0.557996	0.390625
0.559996	0.3955078125
0.561996	0.390625
0.563996	0.400390625
0.565996	0.3955078125
0.567996	0.400390625
0.569996	0.390625
0.571996	0.390625
0.573996	0.390625
0.575996	0.390625
0.577996	0.3955078125
0.579996	0.390625
0.581996	0.390625
0.583996	0.3955078125
0.585996	0.3955078125
0.587996	0.3955078125
0.589996	0.390625
0.592	0.3955078125
0.593996	0.390625
0.596	0.400390625
0.598	0.400390625
0.599996	0.3955078125
0.601996	0.3955078125
0.603996	0.3955078125
0.605996	0.400390625
0.607996	0.400390625
0.609996	0.400390625
0.611996	0.390625
0.613996	0.390625
0.615996	0.4052734375
0.617996	0.3857421875
0.619996	0.4052734375
0.621996	0.390625
0.623996	0.3955078125
0.625996	0.400390625
0.627996	0.400390625
0.629996	0.400390625
0.631996	0.3955078125
0.633996	0.3955078125
0.636	0.3955078125
0.638	0.400390625
0.64	0.3955078125
0.642	0.400390625
0.643996	0.3955078125
0.645996	0.3955078125
0.647996	0.3955078125
0.649996	0.3857421875
0.651996	0.3955078125
0.653996	0.390625
0.655996	0.3955078125
0.657996	0.390625
0.659996	0.400390625
0.661996	0.390625
0.663996	0.3955078125
0.665996	0.400390625
0.667996	0.3955078125
0.669996	0.3955078125
0.671996	0.390625
0.673996	0.3857421875
0.675996	0.400390625
0.678	0.400390625
0.679996	0.3955078125
0.682	0.400390625
0.684	0.3955078125
0.685996	0.400390625
0.687996	0.3955078125
0.689996	0.390625
0.691996	0.4052734375
0.693996	0.3955078125
0.695996	0.400390625
0.697996	0.3955078125
0.699996	0.3857421875
0.701996	0.390625
0.703996	0.3857421875
0.705996	0.4052734375
0.707996	0.3955078125
0.709996	0.390625
0.711996	0.400390625
0.713996	0.3955078125
0.715996	0.3955078125
0.717996	0.3955078125
0.72	0.400390625
0.721996	0.3955078125
0.724	0.4052734375
0.726	0.3857421875
0.727996	0.400390625
0.729996	0.400390625
0.731996	0.3857421875
0.733996	0.3955078125
0.735996	0.400390625
0.737996	0.390625
0.739996	0.390625
0.741996	0.400390625
0.743996	0.400390625
0.745996	0.3955078125
0.747996	0.4052734375
0.749996	0.3955078125
0.751996	0.3955078125
0.753996	0.400390625
0.755996	0.400390625
0.757996	0.390625
0.759996	0.3857421875
0.761996	0.3955078125
0.764	0.3955078125
0.766	0.3955078125
0.768	0.400390625
0.77	0.3955078125
0.771996	0.3955078125
0.773996	0.3955078125
0.775996	0.390625
0.777996	0.3955078125
0.779996	0.3955078125
0.781996	0.3955078125
0.783996	0.3955078125
0.785996	0.400390625
0.787996	0.400390625
0.789996	0.3955078125
0.791996	0.390625
0.793996	0.3955078125
0.795996	0.400390625
0.797996	0.3955078125
0.799996	0.390625
0.801996	0.3955078125
0.803996	0.4052734375
0.806	0.390625
0.807996	0.390625
0.81	0.400390625
0.812	0.3955078125
0.813996	0.400390625
0.815996	0.3955078125
0.817996	0.3955078125
0.819996	0.400390625
0.821996	0.3955078125
0.823996	0.3857421875
0.825996	0.400390625
0.827996	0.3955078125
0.829996	0.3955078125
0.831996	0.390625
0.833996	0.390625
0.835996	0.390625
0.837996	0.400390625
0.839996	0.3955078125
0.841996	0.3955078125
0.843996	0.400390625
0.845996	0.400390625
0.848	0.3955078125
0.849996	0.400390625
0.852	0.3955078125
0.854	0.3955078125
0.855996	0.400390625
0.857996	0.3857421875
0.859996	0.3955078125
0.861996	0.3955078125
0.863996	0.3955078125
0.865996	0.3955078125
0.867996	0.400390625
0.869996	0.3955078125
0.871996	0.3955078125
0.873996	0.390625
0.875996	0.3955078125
0.877996	0.3955078125
0.879996	0.3955078125
0.881996	0.400390625
0.883996	0.3955078125
0.885996	0.41015625
0.887996	0.3955078125
0.889996	0.390625
0.892	0.390625
0.894	0.400390625
0.896	0.3955078125
0.898	0.3955078125
0.899996	0.3955078125
0.901996	0.400390625
0.903996	0.390625
0.905996	0.3955078125
0.907996	0.400390625
0.909996	0.400390625
0.911996	0.3955078125
0.913996	0.400390625
0.915996	0.400390625
0.917996	0.3955078125
0.919996	0.3955078125
0.921996	0.390625
0.923996	0.400390625
0.925996	0.390625
0.927996	0.400390625
0.929996	0.400390625
0.931996	0.400390625
0.934	0.400390625
0.935996	0.390625
0.938	0.3857421875
0.94	0.4052734375
0.941996	0.390625
0.943996	0.3955078125
0.945996	0.3955078125
0.947996	0.400390625
0.949996	0.400390625
0.951996	0.3955078125
0.953996	0.400390625
0.955996	0.3857421875
0.957996	0.3955078125
0.959996	0.390625
0.961996	0.390625
0.963996	0.3955078125
0.965996	0.3955078125
0.967996	0.400390625
0.969996	0.3955078125
0.971996	0.390625
0.973996	0.3955078125
0.976	0.3955078125
0.977996	0.3955078125
0.98	0.3955078125
0.982	0.3955078125
0.983996	0.400390625
0.985996	0.3955078125
0.987996	0.390625
0.989996	0.390625
0.991996	0.390625
0.993996	0.3955078125
0.995996	0.4052734375
0.997996	0.390625
0.999996	0.400390625
1.001996	0.4052734375
1.003996	0.400390625
1.005996	0.400390625
1.007996	0.400390625
1.009996	0.3955078125
1.011996	0.400390625
1.013996	0.400390625
1.015996	0.3955078125
1.017996	0.400390625
1.02	0.390625
1.022	0.3955078125
1.024	0.3955078125
1.026	0.400390625
1.027996	0.3857421875
1.029996	0.400390625
1.031996	0.3955078125
1.033996	0.3955078125
1.035996	0.3955078125
1.037996	0.3955078125
1.039996	0.400390625
1.041996	0.400390625
1.043996	0.3955078125
1.045996	0.400390625
1.047996	0.4052734375
1.049996	0.390625
1.051996	0.400390625
1.053996	0.4052734375
1.055996	0.390625
1.057996	0.3955078125
1.059996	0.41015625
1.062	0.3955078125
1.063996	0.3955078125
1.066	0.3955078125
1.068	0.3955078125
1.069996	0.390625
1.071996	0.3955078125
1.073996	0.3955078125
1.075996	0.390625
1.077996	0.3955078125
1.079996	0.400390625
1.081996	0.3857421875
1.083996	0.390625
1.085996	0.400390625
1.087996	0.400390625
1.089996	0.3955078125
1.091996	0.3955078125
1.093996	0.4052734375
1.095996	0.3857421875
1.097996	0.3955078125
1.099996	0.3955078125
1.101996	0.400390625
1.104	0.3955078125
1.105996	0.390625
1.108	0.3955078125
1.11	0.400390625
1.111996	0.400390625
1.113996	0.3955078125
1.115996	0.3955078125
1.117996	0.400390625
1.119996	0.400390625
1.121996	0.390625
1.123996	0.390625
1.125996	0.4052734375
1.127996	0.3955078125
1.129996	0.390625
1.131996	0.3955078125
1.133996	0.400390625
1.135996	0.400390625
1.137996	0.3955078125
1.139996	0.400390625
1.141996	0.3955078125
1.143996	0.3955078125
1.145996	0.4052734375
1.148	0.3955078125
1.15	0.400390625
1.152	0.400390625
1.154	0.3955078125
1.155996	0.3955078125
1.157996	0.400390625
1.159996	0.3857421875
1.161996	0.400390625
1.163996	0.400390625
1.165996	0.3955078125
1.167996	0.3955078125
1.169996	0.400390625
1.171996	0.3955078125
1.173996	0.400390625
1.175996	0.3955078125
1.177996	0.390625
1.179996	0.400390625
1.181996	0.400390625
1.183996	0.400390625
1.185996	0.3955078125
1.187996	0.400390625
1.19	0.390625
1.191996	0.3955078125
1.194	0.390625
1.196	0.400390625
1.197996	0.3955078125
1.199996	0.3955078125
1.201996	0.3955078125
1.203996	0.3955078125
1.205996	0.390625
1.207996	0.390625
1.209996	0.3955078125
1.211996	0.400390625
1.213996	0.400390625
1.215996	0.3955078125
1.217996	0.3955078125
1.219996	0.4052734375
1.221996	0.3955078125
1.223996	0.3955078125
1.225996	0.3955078125
1.227996	0.400390625
1.229996	0.400390625
1.232	0.400390625
1.233996	0.400390625
1.236	0.400390625
1.238	0.3955078125
1.239996	0.4052734375
1.241996	0.3955078125
1.243996	0.390625
1.245996	0.400390625
1.247996	0.390625
1.249996	0.3857421875
1.251996	0.3857421875
1.253996	0.3955078125
1.255996	0.4052734375
1.257996	0.3857421875
1.259996	0.3955078125
1.261996	0.400390625
1.263996	0.3955078125
1.265996	0.3955078125
1.267996	0.400390625
1.269996	0.390625
1.271996	0.3955078125
1.273996	0.390625
1.276	0.3955078125
1.278	0.3857421875
1.28	0.3955078125
1.282	0.400390625
1.283996	0.390625
1.285996	0.390625
1.287996	0.400390625
1.289996	0.3955078125
1.291996	0.3955078125
1.293996	0.4052734375
1.295996	0.3955078125
1.297996	0.400390625
1.299996	0.400390625
1.301996	0.3955078125
1.303996	0.390625
1.305996	0.3955078125
1.307996	0.390625
1.309996	0.3955078125
1.311996	0.400390625
1.313996	0.3955078125
1.315996	0.400390625
1.318	0.3955078125
1.319996	0.3955078125
1.322	0.3955078125
1.324	0.3955078125
1.325996	0.3955078125
1.327996	0.3955078125
1.329996	0.400390625
1.331996	0.390625
1.333996	0.400390625
1.335996	0.400390625
1.337996	0.3955078125
1.339996	0.3955078125
1.341996	0.400390625
1.343996	0.390625
1.345996	0.3955078125
1.347996	0.400390625
1.349996	0.3955078125
1.351996	0.400390625
1.353996	0.3955078125
1.355996	0.390625
1.357996	0.3955078125
1.36	0.3955078125
1.361996	0.390625
1.364	0.400390625
1.366	0.3955078125
1.367996	0.3955078125
1.369996	0.400390625
1.371996	0.3955078125
1.373996	0.3955078125
1.375996	0.390625
1.377996	0.390625
1.379996	0.390625
1.381996	0.3955078125
1.383996	0.400390625
1.385996	0.3955078125
1.387996	0.3955078125
1.389996	0.3955078125
1.391996	0.390625
1.393996	0.3955078125
1.395996	0.3955078125
1.397996	0.3857421875
1.399996	0.3955078125
1.401996	0.390625
1.404	0.3955078125
1.406	0.3955078125
1.408	0.3955078125
1.41	0.390625
1.411996	0.400390625
1.413996	0.400390625
1.415996	0.4052734375
1.417996	0.390625
1.419996	0.3955078125
1.421996	0.400390625
1.423996	0.400390625
1.425996	0.400390625
1.427996	0.390625
1.429996	0.3955078125
1.431996	0.400390625
1.433996	0.3955078125
1.435996	0.3955078125
1.437996	0.390625
1.439996	0.3955078125
1.441996	0.400390625
1.443996	0.3955078125
1.446	0.4052734375
1.447996	0.390625
1.45	0.3955078125
1.452	0.400390625
1.453996	0.3955078125
1.455996	0.3955078125
1.457996	0.390625
1.459996	0.3955078125
1.461996	0.3955078125
1.463996	0.3955078125
1.465996	0.400390625
1.467996	0.3955078125
1.469996	0.390625
1.471996	0.3955078125
1.473996	0.400390625
1.475996	0.3955078125
1.477996	0.390625
1.479996	0.3955078125
1.481996	0.390625
1.483996	0.3955078125
1.485996	0.3955078125
1.488	0.390625
1.489996	0.390625
1.492	0.400390625
1.494	0.400390625
1.495996	0.3955078125
1.497996	0.390625
1.499996	0.390625
1.501996	0.400390625
1.503996	0.3857421875
1.505996	0.400390625
1.507996	0.3955078125
1.509996	0.400390625
1.511996	0.390625
1.513996	0.3857421875
1.515996	0.400390625
1.517996	0.3955078125
1.519996	0.3955078125
1.521996	0.390625
1.523996	0.400390625
1.525996	0.3955078125
1.527996	0.3955078125
1.529996	0.400390625
1.532	0.3955078125
1.534	0.400390625
1.536	0.390625
1.538	0.3955078125
1.539996	0.390625
1.541996	0.4052734375
1.543996	0.3955078125
1.545996	0.3857421875
1.547996	0.400390625
1.549996	0.3955078125
1.551996	0.3955078125
1.553996	0.400390625
1.555996	0.3955078125
1.557996	0.400390625
1.559996	0.400390625
1.561996	0.3955078125
1.563996	0.3955078125
1.565996	0.400390625
1.567996	0.3955078125
1.569996	0.3955078125
1.571996	0.3955078125
1.574	0.3955078125
1.575996	0.3955078125
1.578	0.3955078125
1.58	0.3955078125
1.581996	0.400390625
1.583996	0.3955078125
1.585996	0.390625
1.587996	0.390625
1.589996	0.3955078125
1.591996	0.3955078125
1.593996	0.390625
1.595996	0.400390625
1.597996	0.3955078125
1.599996	0.3955078125
1.601996	0.3955078125
1.603996	0.3955078125
1.605996	0.400390625
1.607996	0.400390625
1.609996	0.390625
1.611996	0.3955078125
1.613996	0.390625
1.616	0.400390625
1.617996	0.400390625
1.62	0.3955078125
1.622	0.390625
1.623996	0.3955078125
1.625996	0.3955078125
1.627996	0.390625
1.629996	0.3955078125
1.631996	0.400390625
1.633996	0.3857421875
1.635996	0.400390625
1.637996	0.41015625
1.639996	0.3955078125
1.641996	0.3955078125
1.643996	0.390625
1.645996	0.3955078125
1.647996	0.390625
1.649996	0.3857421875
1.651996	0.400390625
1.653996	0.4052734375
1.655996	0.400390625
1.657996	0.3955078125
1.66	0.3955078125
1.662	0.3955078125
1.664	0.400390625
1.666	0.390625
1.667996	0.400390625
1.669996	0.390625
1.671996	0.390625
1.673996	0.3955078125
1.675996	0.3955078125
1.677996	0.400390625
1.679996	0.3955078125
1.681996	0.3955078125
1.683996	0.3955078125
1.685996	0.400390625
1.687996	0.3955078125
1.689996	0.4052734375
1.691996	0.400390625
1.693996	0.400390625
1.695996	0.3955078125
1.697996	0.400390625
1.699996	0.3955078125
1.702	0.4052734375
1.703996	0.400390625
1.706	0.400390625
1.708	0.3955078125
1.709996	0.3955078125
1.711996	0.390625
1.713996	0.390625
1.715996	0.3955078125
1.717996	0.400390625
1.719996	0.400390625
1.721996	0.390625
1.723996	0.400390625
1.725996	0.3955078125
1.727996	0.400390625
1.729996	0.3955078125
1.731996	0.3955078125
1.733996	0.4052734375
1.735996	0.4052734375
1.737996	0.400390625
1.739996	0.400390625
1.741996	0.3955078125
1.744	0.390625
1.745996	0.3955078125
1.748	0.400390625
1.75	0.3857421875
1.751996	0.3955078125
1.753996	0.3955078125
1.755996	0.400390625
1.757996	0.3955078125
1.759996	0.400390625
1.761996	0.400390625
1.763996	0.3955078125
1.765996	0.3955078125
1.767996	0.3857421875
1.769996	0.3955078125
1.771996	0.400390625
1.773996	0.3955078125
1.775996	0.3955078125
1.777996	0.4052734375
1.779996	0.400390625
1.781996	0.400390625
1.783996	0.400390625
1.785996	0.400390625
1.788	0.41015625
1.79	0.3955078125
1.792	0.3857421875
1.794	0.400390625
1.795996	0.3955078125
1.797996	0.3955078125
1.799996	0.390625
1.801996	0.400390625
1.803996	0.400390625
1.805996	0.3857421875
1.807996	0.3955078125
1.809996	0.400390625
1.811996	0.3857421875
1.813996	0.400390625
1.815996	0.400390625
1.817996	0.400390625
1.819996	0.3955078125
1.821996	0.3955078125
1.823996	0.3955078125
1.825996	0.3955078125
1.827996	0.400390625
1.83	0.400390625
1.831996	0.3857421875
1.834	0.3955078125
1.836	0.3857421875
1.837996	0.400390625
1.839996	0.3955078125
1.841996	0.400390625
1.843996	0.400390625
1.845996	0.400390625
1.847996	0.400390625
1.849996	0.3955078125
1.851996	0.400390625
1.853996	0.3955078125
1.855996	0.3955078125
1.857996	0.3955078125
1.859996	0.390625
1.861996	0.3955078125
1.863996	0.3955078125
1.865996	0.400390625
1.867996	0.390625
1.869996	0.3955078125
1.872	0.3857421875
1.873996	0.3955078125
1.876	0.3955078125
1.878	0.400390625
1.879996	0.390625
1.881996	0.400390625
1.883996	0.3857421875
1.885996	0.3955078125
1.887996	0.400390625
1.889996	0.400390625
1.891996	0.390625
1.893996	0.400390625
1.895996	0.390625
1.897996	0.390625
1.899996	0.400390625
1.901996	0.3955078125
1.903996	0.3857421875
1.905996	0.400390625
1.907996	0.400390625
1.909996	0.400390625
1.911996	0.400390625
1.913996	0.3955078125
1.916	0.3955078125
1.918	0.390625
1.92	0.400390625
1.922	0.390625
1.923996	0.3955078125
1.925996	0.3955078125
1.927996	0.400390625
1.929996	0.3955078125
1.931996	0.390625
1.933996	0.4052734375
1.935996	0.400390625
1.937996	0.390625
1.939996	0.3955078125
1.941996	0.3955078125
1.943996	0.400390625
1.945996	0.3955078125
1.947996	0.3955078125
1.949996	0.400390625
1.951996	0.3955078125
1.953996	0.3857421875
1.955996	0.3955078125
1.958	0.400390625
1.959996	0.3955078125
1.962	0.3857421875
1.964	0.390625
1.965996	0.400390625
1.967996	0.400390625
1.969996	0.390625
1.971996	0.3955078125
1.973996	0.400390625
1.975996	0.3955078125
1.977996	0.390625
1.979996	0.390625
1.981996	0.390625
1.983996	0.400390625
1.985996	0.390625
1.987996	0.3955078125
1.989996	0.3955078125
1.991996	0.3955078125
1.993996	0.400390625
1.995996	0.3955078125
1.997996	0.400390625
2.0	0.400390625
2.001996	0.380859375
2.004	0.3857421875
2.006	0.3955078125
2.007996	0.3955078125
2.009996	0.3955078125
2.011996	0.3955078125
2.013996	0.3955078125
2.015996	0.400390625
2.017996	0.3955078125
2.019996	0.3955078125
2.021996	0.400390625
2.023996	0.400390625
2.025996	0.400390625
2.027996	0.3955078125
2.029996	0.390625
2.031996	0.3857421875
2.033996	0.390625
2.035996	0.400390625
2.037996	0.390625
2.039996	0.3955078125
2.041996	0.400390625
2.044	0.3857421875
2.046	0.390625
2.048	0.3955078125
2.05	0.3955078125
2.051996	0.3955078125
2.053996	0.400390625
2.055996	0.400390625
2.057996	0.400390625
2.059996	0.400390625
2.061996	0.3955078125
2.063996	0.4052734375
2.065996	0.400390625
2.067996	0.390625
2.069996	0.400390625
2.071996	0.390625
2.073996	0.400390625
2.075996	0.3955078125
2.077996	0.400390625
2.079996	0.390625
2.081996	0.3955078125
2.083996	0.3955078125
2.086	0.400390625
2.087996	0.390625
2.09	0.400390625
2.092	0.3955078125
2.093996	0.3955078125
2.095996	0.400390625
2.097996	0.390625
2.099996	0.400390625
2.101996	0.3955078125
2.103996	0.3955078125
2.105996	0.3955078125
2.107996	0.390625
2.109996	0.3955078125
2.111996	0.400390625
2.113996	0.3955078125
2.115996	0.3955078125
2.117996	0.400390625
2.119996	0.400390625
2.121996	0.390625
2.123996	0.3955078125
2.125996	0.390625
2.128	0.400390625
2.129996	0.3955078125
2.132	0.390625
2.134	0.400390625
2.135996	0.3955078125
2.137996	0.390625
2.139996	0.400390625
2.141996	0.390625
2.143996	0.4052734375
2.145996	0.3857421875
2.147996	0.390625
2.149996	0.3955078125
2.151996	0.400390625
2.153996	0.3955078125
2.155996	0.400390625
2.157996	0.3955078125
2.159996	0.3955078125
2.161996	0.400390625
2.163996	0.3955078125
2.165996	0.400390625
2.167996	0.400390625
2.169996	0.400390625
2.172	0.3955078125
2.174	0.3955078125
2.176	0.3955078125
2.178	0.400390625
2.179996	0.400390625
2.181996	0.400390625
2.183996	0.390625
2.185996	0.3955078125
2.187996	0.390625
2.189996	0.3955078125
2.191996	0.400390625
2.193996	0.400390625
2.195996	0.3955078125
2.197996	0.3955078125
2.199996	0.3955078125
2.201996	0.3955078125
2.203996	0.4052734375
2.205996	0.400390625
2.207996	0.400390625
2.209996	0.3857421875
2.211996	0.400390625
2.214	0.400390625
2.215996	0.3955078125
2.218	0.390625
2.22	0.3955078125
2.221996	0.400390625
2.223996	0.400390625
2.225996	0.3955078125
2.227996	0.400390625
2.229996	0.4052734375
2.231996	0.3955078125
2.233996	0.3955078125
2.235996	0.3857421875
2.237996	0.400390625
2.239996	0.3955078125
2.241996	0.390625
2.243996	0.390625
2.245996	0.3955078125
2.247996	0.3955078125
2.249996	0.3955078125
2.251996	0.400390625
2.253996	0.400390625
2.256	0.3857421875
2.257996	0.3955078125
2.26	0.390625
2.262	0.3955078125
2.263996	0.400390625
2.265996	0.400390625
2.267996	0.3955078125
2.269996	0.390625
2.271996	0.390625
2.273996	0.3955078125
2.275996	0.3955078125
2.277996	0.3955078125
2.279996	0.3955078125
2.281996	0.390625
2.283996	0.3955078125
2.285996	0.400390625
2.287996	0.400390625
2.289996	0.400390625
2.291996	0.3955078125
2.293996	0.3955078125
2.295996	0.390625
2.297996	0.3955078125
2.3	0.3955078125
2.302	0.400390625
2.304	0.3955078125
2.306	0.390625
2.307996	0.3955078125
2.309996	0.3955078125
2.311996	0.3955078125
2.313996	0.400390625
2.315996	0.400390625
2.317996	0.3955078125
2.319996	0.3857421875
2.321996	0.400390625
2.323996	0.3955078125
2.325996	0.400390625
2.327996	0.3955078125
2.329996	0.400390625
2.331996	0.3955078125
2.333996	0.3857421875
2.335996	0.400390625
2.337996	0.3955078125
2.339996	0.400390625
2.342	0.400390625
2.343996	0.3955078125
2.346	0.390625
2.348	0.400390625
2.349996	0.390625
2.351996	0.4052734375
2.353996	0.3955078125
2.355996	0.3955078125
2.357996	0.400390625
2.359996	0.400390625
2.361996	0.400390625
2.363996	0.3955078125
2.365996	0.400390625
2.367996	0.4052734375
2.369996	0.400390625
2.371996	0.400390625
2.373996	0.3955078125
2.375996	0.390625
2.377996	0.400390625
2.379996	0.4052734375
2.381996	0.400390625
2.384	0.400390625
2.385996	0.3955078125
2.388	0.400390625
2.39	0.400390625
2.391996	0.390625
2.393996	0.400390625
2.395996	0.3955078125
2.397996	0.3955078125
2.399996	0.3955078125
2.401996	0.400390625
2.403996	0.3857421875
2.405996	0.4052734375
2.407996	0.400390625
2.409996	0.3955078125
2.411996	0.400390625
2.413996	0.400390625
2.415996	0.390625
2.417996	0.3955078125
2.419996	0.400390625
2.421996	0.400390625
2.423996	0.3955078125
2.425996	0.400390625
2.428	0.3955078125
2.43	0.3955078125
2.432	0.400390625
2.434	0.3955078125
2.435996	0.3955078125
2.437996	0.400390625
2.439996	0.3955078125
2.441996	0.3955078125
2.443996	0.3857421875
2.445996	0.3955078125
2.447996	0.3955078125
2.449996	0.3955078125
2.451996	0.3955078125
2.453996	0.400390625
2.455996	0.400390625
2.457996	0.3955078125
2.459996	0.3955078125
2.461996	0.3955078125
2.463996	0.400390625
2.465996	0.400390625
2.467996	0.400390625
2.47	0.4052734375
2.471996	0.390625
2.474	0.400390625
